name,idn,address,tvc,district,state,pincode,landline,website,h_email,h_name,h_designation,h_type,h_joining,h_te,h_re,h_ie,h_landline,h_fax,h_email
A.V.C.COLLEGE OF ENGINEERING,1-476424681,"NO 1/15 GURUGNANASAMBANDAR NAGAR   (NEAR MAYURANATHAR SOUTH STREET)    MAYILADUTHURAI  - 609001, NAGAPATTINAM, MAYILADUTHURAI, Tamil Nadu, 609203",MAYILADUTHURAI,NAGAPATTINAM,Tamil Nadu,609305,4364 - 227202,www.avccengg.net,avcce@avccengg.net,SUNDARRAJ C,SECRETARY,Regular,19-Nov-11,31 years,8 years,0 years,4364 - 224202,227299,avcce@avccengg.net
A.V.C.COLLEGE OF ENGINEERING,1-475411011,"NO 1/15 GURUGNANASAMBANDAR NAGAR   (NEAR MAYURANATHAR SOUTH STREET)  MAYILADUTHURAI  - 609001, NAGAPATTINAM, MAYILADUTHURAI, Tamil Nadu, 609203",MAYILADUTHURAI,NAGAPATTINAM,Tamil Nadu,609305,4364 - 227202,www.avccengg.net,avcce@avccengg.net,SUNDARRAJ C,SECRETARY,Regular,19-Nov-11,32 years,8 years,3 years,4364 - 224202,227299,avcce@avccengg.net
A.V.N.POLYTECHNIC,1-441937191,"A.V.N.POLYTECHNIC,ANNAVARAM ROAD, KRISHNA, MUDINEPALLI, Andhra Pradesh, 521325",MUDINEPALLI,KRISHNA,Andhra Pradesh,521325,8674 - 233644,www.avnpolytechnic.com,avnpoly@yahoo.in,SIVA KUMAR JANNU,SECRETARY & CORRESPONDENT,Regular,01-Jun-08,7 years,0 years,0 years,8674 - 233644,233844,avnpoly@yahoo.in
A.V.R & S.V.R ENGINEERING COLLEGE,1-8637024,"H.NO102  SAI PRAGATHI APARTMENTS,  ASHOK NAGAR, RANGAREDDI, HYDERABAD, Andhra Pradesh, 500029",KURNOOL,RANGAREDDI,Andhra Pradesh,518002,8518 - 238584,www.avrsvrecknl.com,avrsvr_ec@rediffmail.com,SUDHAKAR BABU SAVITESETTY,SECRETARY,Regular,01-Oct-12,14 years,2 years,3 years,8518 - 238584,238584,avrsvr_ec@rediffmail.com
A1 GLOBAL INSTITUTE OF ENGINEERING & TECHNOLOGY,1-6212413,"H.NO: 1-93, PRAKASAM, MARKAPUR, Andhra Pradesh, 523316",MARKAPUR,PRAKASAM,Andhra Pradesh,523316,8596 - 222694,www.a1global.ac.in,glim.markapur@gmail.com,SREEDHAR CHANDALURI,CHAIRMAN,Regular,15-Sep-13,17 years,5 years,2 years,8596 - 222694,8596222694,glim.markapur@gmail.com
AAA COLLEGE OF ENGINEERING AND TECHNOLOGY,1-1437622971,"74A VELAYUTHAM ROAD, VIRUDHUNAGAR, SIVAKASI, Tamil Nadu, 626123",SIVAKASI,VIRUDHUNAGAR,Tamil Nadu,626123,4562 - 228863,www.aaaenggcoll.ac.in,aaacollegeofengineering@ymail.com,ARULMOZHI K,SECRETARY,Regular,02-Feb-13,31 years,15 years,0 years,4562 - 267210,228885,sony.ganesan@yahoo.com
AABASAHEB SHIVAJIRAO SITARAM PATIL INSTITUTE OF  POLYTECHNIC,1-457940921,"VIDUYT COLONY JALGAON, JALGAON, JALGAON, Maharashtra, 425001",CHINCHPURA,JALGAON,Maharashtra,425104,2588 - 270115,www.svpmsatkheda.org,drcspatil2609@gmail.com,MAHESH PATIL,PRINCIPAL,Regular,01-Jun-13,3 years,0 years,1 years,2588 - 270115,270114,drcspatil2609@gmail.com
AADHI BHAGAWAN COLLEGE OF PHARMACY,1-4410404,"THERADI STREET,HASANAMAPET, TIRUVANNAMALAI, HASNAMAPET, Tamil Nadu, 604407",CHEYYAR,TIRUVANNAMALAI,Tamil Nadu,604407,4182 - 248378,www.abcpharmacy.co.in,aadhibhagawan@gmail.com,DURAIVEL S,CHAIRPERSON,Regular,02-Aug-14,18 years,5 years,0 years,4182 - 248378,4182248379,aadhibhagawan@gmail.com
AALIM MUHAMMED SALEGH COLLEGE OF ENGINEERING,1-428224561,"NO. A-T10, ORCHARDS, R.C. WOODSIDE, DR.MURTHY NAGAR, MAIN ROAD, THIRUMULLAIVOYAL, CHENNAI - 600 062, THIRUVALLUR, CHENNAI, Tamil Nadu, 600062",CHENNAI,THIRUVALLUR,Tamil Nadu,600055,44 - 26842627,www.aalimec.ac.in,info@aalimec.ac.in,AFZAL ALI BAIG MOGHAL,PRINCIPAL,Regular,02-May-11,15 years,4 years,0 years,44 - 26842086,26842456,afzalalibaig@gmail.com
AALIM MUHAMMED SALEGH POLYTECHNIC COLLEGE,1-426071661,"AALIM MUHAMMED SALEGH POLYTECHNIC COLLEGE  MUTHAPUDUPET  AVADI IAF, THIRUVALLUR, CHENNAI, Tamil Nadu, 600055",CHENNAI,CHENNAI,Tamil Nadu,600055,44 - 26842636,www.amspolytechnic.ac.in,principal@amspolytechnic.ac.in,PRABAKARAN KARUPPIAH,PRINCIPAL,Regular,23-Sep-13,15 years,0 years,1 years,44 - 26842339,26842447,principal@amspolytechnic.ac.in
AAMDAR KASHINATHJI MENGAL POLYTECHNIC.,1-484796881,"AT SUDHA NAGAR,BHANDARDARA ROAD,GHOTI BK,TAL-IGATPURI,DIST-NASHIK., NASHIK, GHOTI, Maharashtra, 422403","MUNDEGAON,TAL-IGATPURI.",NASHIK,Maharashtra,422403,2553 - 282600,www.akmpoly.com,principal.akmp@gmail.com,Rajendra Nikam,SECRETARY,Regular,07-Feb-14,22 years,0 years,0 years,253 - 262800,220460,kdmengal@rediffmail.com
AAR MAHAVEER ENGINEERING COLLEGE,1-450302691,"VYASAPURI,  BANDLAGUDA,  PO:KESAVAGIRI,  HYDERABAD ,  500005, HYDERABAD, HYDERABAD, Andhra Pradesh, 500005",BANDLAGUDA,HYDERABAD,Andhra Pradesh,500005,40 - 65810046,www.anjamma.ac.in,agireddy123@gmail.com,BALAKRISHNA PALANKI,CHAIRMAN,Regular,04-Oct-10,10 years,35 years,35 years,40 - 65810046,24455003,agireddy123@gmail.com
AARAV POLYTECHNIC COLLEGE,1-493160741,"VILL. ASARPURA POST.MANSAROVAR, NARAYAN VIHAR JAIPUR, JAIPUR, JAIPUR, Rajasthan, 302020",VILL. TANKARDA CHOMU,JAIPUR,Rajasthan,323702,1423 - 327727,www.aaravpolytechniccollege.com,aaravpolytechniccollege@gmail.com,SANJAY KUMAR KHICHAR,SECERETARY,Regular,13-Aug-13,4 years,0 years,0 years,1423 - 327727,3210669,sharmakailash1982@gmail.com
AAROORAN POLYTECHNIC COLLEGE,1-455832283,"3.MUDDUKU ST.,T.R.PATTINAM,KARAIKKAL-609606, KARAIKAL, KARAIKKAL, Puducherry, 609606",VILLAGE,THIRUVARUR,Tamil Nadu,610101,4366 - 277560,www.aarooranpoly.com,aarooranpolyedu@yahoo.com,VIJAYAKUMAR KUMAR,CHAIRMAN,Regular,23-Feb-09,5 years,0 years,1 years,4368 - 233958,277560,aarooranpolyedu@yahoo.com
AARSH MAHAVIDYALAYA,1-413825351,"'OM', B/H SORATHIYAWADI, NR. TAXSHILA SCHOOL,  MAVDI GAM, RAJKOT, RAJKOT, Gujarat, 360004",RAJKOT,RAJKOT,Gujarat,360020,281 - 2785059,www.aarshmahavidyalaya.org,avps2009@gmail.com,MAGANLAL JAVIA,MANAGING TRUSTEE,Regular,01-Apr-13,14 years,0 years,2 years,281 - 2785059,2785061,bipinsavaliya@gmail.com
AARUSHI GROUP OF INSTITUTION,1-10385851,"H.NO;10-3-125,  GIRMAJIPET,WARANGAL, WARANGAL, WARANGAL, Andhra Pradesh, 506002",WARANGAL,WARANGAL,Andhra Pradesh,506310,870 - 3266665,www.aarushigroups.com,srinivas_mantha@yahoo.co.in,NAZIR HUSSAIN MD,CHAIRMAN,Regular,26-Nov-14,15 years,8 years,5 years,870 - 3266665,2562490,srinivas_mantha@yahoo.co.in
"AARYA-VEER COLLEGE OF ENGINEERING & TECHNOLOGY,RAJKOT",1-2183698291,"'OM',B/H SORATHIYA PARIWAR WADI,PAL BYPASS ROAD,MAVDI VILLAGE,RAJKOT-360004, RAJKOT, RAJKOT, Gujarat, 360004",RAJKOT,RAJKOT,Gujarat,360003,281 - 2784201,www.aaryaveercampus.edu.in,rishiparishad@gmail.com,NARENDRA MUSTARE,DIRECTOR,Regular,22-Jun-15,16 years,5 years,5 years,-,2784202,rishiparishad@gmail.com
AASHLAR BUSINESS SCHOOL,1-5881274,"6 DAYAL APARTMENTS,PHASE I, SARLABAGH ROAD, DAYALBAGH,AGRA, AGRA, AGRA, Uttar Pradesh, 282005",MATHURA,AGRA,Uttar Pradesh,281122,565 - 8868996695,www.aashlarbschool.com,abs.mathura@gmail.com,VANI VINAYAK,SECRETARY,Regular,22-Dec-10,20 years,12 years,13 years,522 - 2716431,562285366,info@aashlarbschool.com
ABACUS INSTITUTE OF COMPUTER APPLICATION,1-7152601,"SOBA PURAM, 116/5, WARJE, PUNE, PUNE, PUNE, Maharashtra, 411058",PUNE,PUNE,Maharashtra,411028,20 - 26970912,www.jspm.edu.in,aica@jspm.edu.in,MANIMALA PURI,PROFESSOR,Regular,15-Jan-13,24 years,10 years,25 years,20 - 26970912,26970887,sanjay.solanki123@gmail.com
ABACUS INSTITUTE OF ENGINEERING AND MANAGEMENT,1-3106811,"NEW KAZIDANGA, HOOGHLY, HOOGHLY, West Bengal, 712123",MOGRA,KOLKATA,West Bengal,712148,3213 - 222660,www.jisgroup.org,abacus.institute@jisgroup.org,BIJAY KRISHNA DE,ACCOUNTANT,Regular,01-Sep-14,18 years,21 years,0 years,3213 - 222660,222657,aniruddha.das@jisgroup.org
"ABASAHEB GARWARE INSTITUTE OF MANAGEMENT STUDIES, SANGLI",1-477638333,"SHR G.B.MARATHE ROAD, MARATHE BUNGLOW, MIRAJ, SANGLI, MIRAJ, Maharashtra, 416410",SANGLI,SANGLI,Maharashtra,416416,233 - 2332811,www.agims.in,agimssangli@gmail.com,RUDRAYYA SWAMI,ASS.PROF.,Regular,02-Feb-15,37 years,16 years,0 years,233 - 2332811,2332812,csuhasmarathe@yahoo.com
ABASAHEB KAKADE COLLEGE OF B PHARMACY,1-723703171,"A/P KHANDOBA NAGAR, AHMEDNAGAR, SHEVGAON, Maharashtra, 414502",SHEVGAON,AHMEDNAGAR,Maharashtra,414502,2429 - 240295,www.akcobp.org,vikasgawali07@gmail.com,SHASHIKANT PATTAN,CO-ORDINATOR,Regular,19-Aug-14,26 years,20 years,0 years,2429 - 240295,2429223064,vikasgawali07@gmail.com
ABBNOOR POLYTECHNIC COLLEGE,1-404449271,"POST BOX NO 17,  FEROZEPUR ROAD,  FARIDKOT, FARIDKOT, FARIDKOT, Punjab, 151203",FARIDKOT,FARIDKOT,Punjab,151203,1639 - 210222,www.abbnoor.com,abbnoor@rediffmail.com,RAJINDER DASS KUMAR,VICE CHAIRMAN,Regular,01-Mar-15,35 years,0 years,0 years,1639 - 210222,272498,abbnoor@gmail.com
ABDUL RAZZAK KALSEKAR POLYTECHNIC,1-485854731,"FLAT -301, NASHEMAN APARTMENT OLD PANVEL DIST RAIGAD, RAIGAD, NAVI MUMBAI, Maharashtra, 410206",NAVI MUMBAI,MUMBAI CITY,Maharashtra,410206,22 - 27481508,www.arkp.org,principal.aiarkp@gmail.com,RAMJAN KHATIK,I/C  PRINCIPAL,Regular,24-Nov-14,16 years,1 years,0 years,22 - 27454670,27454670,principal.aiarkp@gmail.com
ABDULKALAM INSTITUTE OF TECHNOLOGICAL SCIENCES,1-13342175,"10-1-70/2  CHAKALIBAZAR  KSP ROAD, KHAMMAM, PALONCHA,KHAMMAM DT, Telangana, 507115",KOTHAGUDEM,KHAMMAM,Telangana,507120,8745 - 257350,www.akits.ac.in,jc_muppala@yahoo.co.in,JANARDHAN MUPPALA,PRINCIPAL,Regular,01-Aug-09,25 years,3 years,0 years,8745 - 257350,8745257350,jc_muppala@yahoo.co.in
ABES ENGINEERING COLLEGE,1-6248771,"CAMPUS-1,              19TH KM. STONE N.H.:24              DELHI HAPUR BY PASS ROAD          NEAR CROSSING REPUBLIK, GHAZIABAD, GHAZIABAD, Uttar Pradesh, 201009",GHAZIABAD,GHAZIABAD,Uttar Pradesh,201009,120 - 7135112,www.abes.ac.in,info@abes.ac.in,SURENDRA KUMAR,DIRECTOR,Regular,01-Nov-06,7 years,23 years,0 years,120 - 7135112,7135115,director@abes.ac.in
ABES INSTITUTE OF TECHNOLOGY,1-6708331,"ABES INSTITUTE OF TECHNOLOGY,, GHAZIABAD, VIJAY NAGAR, Uttar Pradesh, 201009",GHAZIABAD,GHAZIABAD,Uttar Pradesh,201009,120 - 1202840399,www.abesit.in,director@abesit.in,DR.BHAVESH KUMAR CHAUHAN,DIRECTOR,Regular,14-Jul-12,11 years,0 years,3 years,120 - 2842000,2845600,director@abesit.in
"ABHA GAIKWAD-PATIL COLLEGE OF ENGINEERING, NAGPUR",1-6349161,"17, OJASWINI COMPLEX, IT PARK ROAD, NAGPUR, NAGPUR, NAGPUR, Maharashtra, 440022",NAGPUR,NAGPUR,Maharashtra,441108,712 - 6648252,www.agpce.com,vidarbhabuss@yahoo.co.in,SATISH CHANDEKAR,SECRETARY,Regular,01-Dec-15,30 years,6 years,6 years,712 - 6648252,2240656,vidarbhabuss@yahoo.co.in
ABHAY MEMORIAL TRUST GROUP OF INSTITUTIONS,1-5325231,"16/A TASHKEND MARG, CIVIL LINES,, ALLAHABAD, ALLAHABAD, Uttar Pradesh, 211001",ALLAHABAD,ALLAHABAD,Uttar Pradesh,212208,532 - 2584050,www.vitsald.com,info@vitsald.com,SHASHI KANT PANDAY,CHAIRMAN,Regular,01-Jun-14,17 years,4 years,0 years,532 - 2584050,2584050,rohanme@rediffmail.com
ABHAYSINHRAJE BHONSLE INSTITUTE OF TECHNOLOGY (POLYTECHNIC),1-467432523,"118, SURUCHI BUNGLOW, SHUKRAWAR PETH, SATARA, SATARA, SATARA, Maharashtra, 415002",SHAHUNAGAR-SHENDRE,SATARA,Maharashtra,415519,2162 - 279661,www.abitsatara.com,abitsatara@rediffmail.com,SATISH DHUMAL,PRESIDENT,Regular,01-Feb-15,16 years,0 years,0 years,-,2162279661,vsbhonsle123@yahoo.com
ABHILASHI COLLEGE OF PHARMACY,1-8033931,"VILL. KAREHARI, P.O. BALT, TEH. BALH, DISTT. MANDI H.P., MANDI, KAREHARI, Himachal Pradesh, 175008",TANDA,MANDI,Himachal Pradesh,175008,1905 - 248539,www.abhilashi-edu.in,abhilashigroup@gmail.com,BHUPENDRA TOMAR DR.,CHAIRMAN,Regular,01-Oct-14,12 years,2 years,0 years,1905 - 248539,243328,abhilashi_1972@rediffmail.com
ABHINAV EDUCATION SOCIETY'S COLLEGE OF  PHARMACY,1-5286661,"9, DHANANJAYASHRI CO.OP.SOC. CHAITANYANAGAR PUNE SATARA ROAD,, PUNE, PUNE, Maharashtra, 411043",NARHE,PUNE,Maharashtra,411041,20 - 32316708,www.abhinavpharmacycollege.org,abhinav_bpharm@yahoo.co.in,RAJENDRA PATANKAR,PRINCIPAL,Regular,07-Jun-07,15 years,0 years,13 years,20 - 30208115,30208115,abhinav_bpharm@yahoo.co.in
"ABHINAV EDUCATION SOCIETY'S COLLEGE OF ENGINEERING AND TECHNOLOGY (DEGREE),WADWADI",1-4831184,"HSG.SOC.,PANCHAVATI, PASHAN ROAD,PUNE-08, PUNE, PUNE, Maharashtra, 411008",WADWADI,PUNE,Maharashtra,412801,2169 - 286110,www.abhinavengg.org,abhinavengineering@yahoo.com,VENKATESWARA PENDYAL,PRINCIPAL,Regular,01-Aug-09,0 years,35 years,0 years,20 - 25890070,286106,drpvrao49@yahoo.com
"ABHINAV EDUCATION SOCIETY'S COLLEGE OF PHARMACY, (D.PHARM)",1-444218301,"7, LATAKUNJ APARTMENT, 10 CHINTAMANI HOU.,  SOC., KARVENAGAR,, PUNE, PUNE, Maharashtra, 411052",PUNE,PUNE,Maharashtra,411041,20 - 20244143,www.dpharm.abhinavsoceity.org,abhinav_cop@yahoo.co.in,SANGEETA DESHPANDE,PRINCIPAL,Regular,15-Apr-10,11 years,0 years,2 years,20 - 25454583,24319097,abhinav_cop@yahoo.co.in
"ABHINAV EDUCATION SOCIETY'S INSTITTUTE OF MANAGEMENT & BUSINESS ADMINISTRATION, AKOLE",1-10693853,"ABHINAV EDUCATION SOCIETY'S IMBA, DHAMANGAON AWARI ROAD, AKOLE, TAL.: AKOLE, DIST.: AHMEDNAGAR 422601, AHMEDNAGAR, AKOLE, Maharashtra, 422601",AKOLE,AHMEDNAGAR,Maharashtra,422601,2424 - 2424221283,www.abhinavimba.com,abhinavimba@gmail.com,AVINASH CHANDVANKAR,ASST. PROFESSOR,Regular,26-May-10,26 years,0 years,18 years,20 - 65216755,2424223458,kirangonte@gmail.com
ABHINAV EDUCATION SOCIETYS COLLEGE OF ENGINEERING AND TECHNOLOGY (POLYTECHNIC),1-426985841,"A-5,SAI-RESIDENCY, AMBEGAON PATHAR, PUNE-43, PUNE, PUNE, Maharashtra, 411043",WADWADI,PUNE,Maharashtra,412801,2169 - 286105,www.abhinavpolytechnic.com,abhinavpolytechnic@gmail.com,PRASHANT PATIL,PRINCIPAL,Regular,19-Aug-08,15 years,3 years,2 years,2169 - 286105,286107,abhinavpolytechnic@gmail.com
ABHINAV HI-TECH COLLEGE OF ENGINEERING,1-4843271,"ABHINAV HI-TECH COLLEGE OF ENGINEERING, RANGAREDDI, GANDIPET HIMAYATNAGAR, MOINABAD, Andhra Pradesh, 500075",HYDERABAD,RANGAREDDI,Andhra Pradesh,500075,8413 - 235170,www.htec.ac.in,principal@htec.ac.in,ANURADHA GHADIYARAM,SECRETARY,Regular,01-Dec-14,25 years,5 years,4 years,40 - 65643035,235173,hitech_enggcollege@yahoo.co.in
ABHINAV INSTITUTE OF MANAGEMENT & TECHNOLOGY,1-9565565,"C/O ANNAPOORNAMMA HOUSE, NEAR GVR THEATRE, MULAGUNTAPADU, SINGARAYAKONDA, PRAKASAM, SINGARAYAKONDA, Andhra Pradesh, 523101",SINGARAYAKONDA,PRAKASAM,Andhra Pradesh,523101,8598 - 236008,www.abhinavinstitutions.com,abhinavinst@gmail.com,GEETHA RANI NEPPALA,SECRETARY & CORRESPONDENT,Regular,01-Apr-08,13 years,8 years,0 years,8598 - 236008,236237,geetha.neppala@gmail.com
ABHINAVA INSTITUTE OF MANAGEMENT AND TECHNOLOGY,1-8336081,"AWADH PURI, KANPUR NAGAR, KANPUR, Uttar Pradesh, 208022",KANPUR,KANPUR NAGAR,Uttar Pradesh,208019,512 - 2580990,www.aimtkanpur.com,aimt.knp@gmail.com,PRASHANT SRIVASTAVA,DIRECTOR,Regular,15-Dec-09,16 years,0 years,0 years,512 -,2580990,aimt.knp@gmail.com
ABHISHEK POLYTECHNIC COLLEGE,1-425600701,"STREET NO 1, 9TH CROSSING, NEW SURAJ NAGAR, FIROZPUR, ABOHAR, Punjab, 152116",ABOHAR,MUKATSAR,Punjab,152128,1634 - 210096,www.abhishekpolytechnic.in,abhishekpolytechniccollege@gmail.com,UJJWAL DUDY,SECRETARY,Regular,03-Dec-13,2 years,0 years,0 years,1634 - 210096,210277,sanjeev.middha@gmail.com
ABOHAR POLYTECHNIC COLLEGE,1-478440551,"ST NO.1,9TH CROSSING, NEW SURAJ NAGRI, FIROZPUR, ABOHAR, Punjab, 152116",ABOHAR,FIROZPUR,Punjab,152116,1634 - 210179,www.aboharpolytechnic.com,sanjeev.middha@gmail.com,PARMINDER SINGH,CHAIRMAN,Regular,03-Aug-09,6 years,0 years,0 years,1634 - 223443,210179,sanjeev.middha@gmail.com
ABR COLLEGE OF ENGINEERING AND TECHNOLOGY,1-4304354,"CHINA IRLAPADU, KANDUKUR ROAD,KANIGIRI,  PRAKASAM DT, PIN 523230., PRAKASAM, KANIGIRI, Andhra Pradesh, 523230",KANIGIRI,PRAKASAM,Andhra Pradesh,523230,8402 - 204305,www.abrcollege.com,abrcet2008@gmail.com,RAMANJANEYULU DR. P,CHAIRMAN,Regular,20-Sep-14,21 years,4 years,0 years,8402 - 204305,204305,abrcet2008@gmail.com
ABS ACADEMY OF POLYTECHNIC,1-784771241,"HJ-18,S L SARANI,ASWINI NAGAR,KOLKATA-700059, KOLKATA, KOLKATA, West Bengal, 700059",DURGAPUR,BARDHAMAN,West Bengal,713211,343 - 2550697,www.absacademy.co.in,abs.poly@absacademy.com,PRADIP BANERJEE,PRINCIPAL,Regular,22-Aug-12,4 years,7 years,14 years,343 - 2550697,2550699,abs.poly@absacademy.com
"ABS ACADEMY OF SCIENCE,TECHNOLOGY & MANAGEMENT",1-10512404,"91/1 ABHAY GHOSH, RD MITRA PARA NAIHATI, DIST: 24 PARGANAS (N), BARDHAMAN, DURGAPUR, West Bengal, 713205",DURGAPUR,BARDHAMAN,West Bengal,713211,343 - 2550697,www.absacademy.com,info@absacademy.com,ALOK CHATTOPADHYAY,PRINCIPAL,Regular,16-May-08,30 years,5 years,10 years,343 - 2550698,2550699,info@absacademy.com
ABSS INSTITUTE OF TECHNOLOGY,1-5924881,"46/13,KALYANI,CIVIL LINES, MEERUT, MEERUT, Uttar Pradesh, 250001",MEERUT,MEERUT,Uttar Pradesh,250001,121 - 2622014,www.abss.edu.in,vc@abss.edu.in,DR.SANJAY KUMAR SHARMA,VICE-CHAIRMAN,Regular,16-May-08,10 years,1 years,11 years,121 - 2622014,2621982,vc@abss.edu.in
ABUROAD POLYTECHNIC COLLEGE,1-483860731,"G-192,RIICO INDUSTRIAL AREA,BEHIND LIC OFFICE, SIROHI, ABUROAD, Rajasthan, 307026",ABUROAD,JODHPUR,Rajasthan,307026,2974 - 294749,www.usbeducation.org,info@usbeducation.org,VINOD MEHTA,ADMINISTRATOR,Regular,08-Dec-10,12 years,0 years,3 years,2974 -,226655,usbpharma@yahoo.co.in
ACADEMY OF BUSINESS ADMINISTRATION,1-15280521,"SIKANTHAPUR, GOPAL GAON, BALASORE-756001, BALASORE, BALASORE, Orissa, 756001",BALASORE,BALASORE,Orissa,756001,6782 - 256143,www.abaindia.com,dean@abaindia.com,SANGEETA MOHANTY,EXECUTIVE DIRECTOR,Regular,22-Dec-14,17 years,5 years,0 years,6782 - 256145,256146,jksmss@gmail.com
ACADEMY OF MANAGEMENT & INFORMATION TECHNOLOGY,1-7774661,"PLOT NO.-354,  CUTTACK ROAD  BHUBANESWAR, KHORDHA, BHUBANESWAR, Orissa, 751006",KHORDHA,KHORDHA,Orissa,752057,674 - 2596659,www.amitcollege.com,amiteducation.ordc@gmail.com,DURGA SANKAR SENAPATI,DIRECTOR,Adhoc/Contract,08-Aug-13,12 years,4 years,14 years,674 - 2742049,2596603,suprita_palit@yahoo.com
ACADEMY OF MANAGEMENT STUDIES,1-8618981,"258,KAULAGARH DEEHRADUN, DEHRADUN, DEHRADUN, Uttarakhand, 248001",DEHRADUN,KANPUR NAGAR,Uttar Pradesh,248006,135 - 2771203204,www.amsdoon.com,amsdoon9@rediffmail.com,SADHU SHARMA,DIRECTOR,Regular,11-Aug-11,26 years,15 years,0 years,135 - 2771205,1352771205,directorams11@rediffmail.com
ACADEMY OF MANAGEMENT STUDIES,1-8209311,"ARUNA COLONY   TOLICHOWKI, HYDERABAD, HYDERABAD, Telangana, 500008",HYDERABAD,HYDERABAD,Telangana,500028,40 - 31901333,www.useams.org,babar@useams.org,HASEEBULLAH MOHAMMED,PRINCIPAL,Incharge,15-Jul-09,16 years,4 years,10 years,40 - 31901333,31901333,haseeb@aspratech.com
ACADEMY OF MANAGMENT,1-24557981,"E-1/112, ARERA COLONY, BHOPAL, BHOPAL, Madhya Pradesh, 462016",BHOPAL,BHOPAL,Madhya Pradesh,462022,755 - 2462221,www.malhotracollege.com,malhotracollege@gmail.com,UPENDRA KUMAR SHUKLA,CHAIRMAN,Regular,01-Jun-09,4 years,3 years,16 years,755 - 4294457,7552556272,MALHOTRACOLLEGE@GMAIL.COM
"ACADEMY OF PHARMACEUTICAL SCIENCES, PARIYARAM",1-8263941,"PRINCIPAL, ACADEMY OF PHARMACEUTICAL SCIENCES, KANNUR, PARIYARAM MEDICAL COLLEGE, Kerala, 670503",PARIYARAM,KANNUR,Kerala,670503,497 - 2808137,www.mcpariyaram.com,apscpariyaram@gmail.com,PREMALETHA K,PRINCIPAL,Regular,01-May-03,23 years,2 years,0 years,497 - 2808137,2808125,premalethak@yahoo.co.in
ACADEMY OF TECHNOLOGY,1-11346471,"ACADEMY OF TECHNOLOGY  AEDCONAGAR, HOOGHLY, ADISAPTAGRAM, West Bengal, 712121",HOOGHLY,HOOGHLY,West Bengal,712121,33 - 64501050,www.aot.edu.in,ceo@aot.edu.in,AMITAVA SIL,CHAIRMAN TRUSTEE,Regular,16-Jan-13,10 years,10 years,34 years,33 - 64501050,3364501050,jbanerjee@aot.edu.in
ACADEMY OF TECHNOLOGY MANAGEMENT AND SCIENCE,1-1561390821,"21 GIRDHARI NAGR, GARH ROAD, HAPUR, GHAZIABAD, HAPUR, Uttar Pradesh, 245101",HAPUR,GHAZIABAD,Uttar Pradesh,245101,122 - 2334537,www.atmscollege.org,parmarthcollege@gmail.com,RAM ASHIS RAM VISHWAKARMA,TREASURER,Regular,23-Aug-13,25 years,0 years,0 years,-,2334538,rishabhdevimpex@gmail.com
ACCMAN INSTITUTE OF MANAGEMENT,1-6670251,"ACCMAN INSTITUTE OF MANAGEMENT  46-A/2, KNOWLEDGE PARK III, GREATER NOIDA, GAUTAM BUDDHA NAGAR, GREATER NOIDA, Uttar Pradesh, 201308",GREATER NOIDA,SOUTH DELHI,Delhi,201308,120 - 2323800,www.accman.in,director@accman.in,RAJNI KANT KULSHRESTHA,DIRECTOR,Regular,07-Dec-15,8 years,2 years,20 years,120 - 2323800,2323805,director@accman.in
ACCORD BUSINESS SCHOOL,1-3283091,"8/71/2, ROYAL NAGAR, R.C ROAD, CHITTOOR, TIRUPATI, Andhra Pradesh, 517501",TIRUPATI,CHITTOOR,Andhra Pradesh,517501,877 - 2247700,www.accordbschool.com,principal@accordbschool.com,NAGARAJU KAVANURU,GENERAL SECRETARY,Regular,01-Jun-11,35 years,10 years,0 years,877 - 2247701,2247707,principal@accordbschool.com
ACCURATE INSTITUTE OF ADVANCED MANAGEMENT,1-5465151,"ACCURATE INSTITUTE OF ADVANCED MANAGEMENT,PLOT-49,KNOWLEDGE PARK-III,GR.NOIDA-201306, GHAZIABAD, GREATER NOIDA, Uttar Pradesh, 201306",GREATER NOIDA,GHAZIABAD,Uttar Pradesh,201306,120 - 2328234,www.aiam.in,gd@accurate.in,SURENDRA TIWARI,GROUP DIRECTOR,Regular,02-Feb-15,13 years,4 years,1 years,120 - 2328234,2320355,gd@accurate.in
ACCURATE INSTITUTE OF ARCHITECTURE AND PLANNING,1-774130911,"PLOT NO. 49, KNOWLEDGE PARK-III, GREATER NOIDA, GAUTAM BUDDHA NAGAR, GREATER NOIDA, Uttar Pradesh, 201001",GREATER NOIDA,GHAZIABAD,Uttar Pradesh,201306,120 - 2320234,www.accurate.in,gd@accurate.in,DEVAL KUMAR RAJWANSHI,GROUP DIRECTOR,Regular,15-Jun-12,15 years,1 years,11 years,120 - 4321416,2320355,gd@accurate.in
ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,1-7703211,"C187, SURYA NAGAR, GHAZIABAD, GHAZIABAD, Uttar Pradesh, 201001",GREATER NOIDA,GHAZIABAD,Uttar Pradesh,201306,120 - 2328234,www.accurate.in,gd@accurate.in,SANTOSH KUMAR,GROUP DIRECTOR,Regular,01-Feb-14,16 years,0 years,0 years,120 - 2328234,2320355,gd@accurate.in
